# ----------------------------------------
# Demographic details: Country
# Account: Tresor Tech Store
# Property: Flix
# ----------------------------------------
# 
# All Users
# Start date: 20260902
# End date: 20260903
Country,Date,Active users,New users,Engaged sessions,Engagement rate,Engaged sessions per active user,Average engagement time per active user,Event count,Key events,User key event rate,Total revenue
Guinea,20260902,113,44,132,0.7021276595744681,1.168141592920354,172.60176991150442,5155,684,1,1.253505
Gambia,20260902,111,21,128,0.6336633663366337,1.1531531531531531,108.87387387387388,3237,448,1,0.748988
Greece,20260902,111,49,140,0.5882352941176471,1.2612612612612613,191.981981981982,5918,1039,1,3.207573
Bolivia,20260902,109,43,124,0.5688073394495413,1.1376146788990826,105.58715596330275,4057,717,1,16.716164
Mauritania,20260903,108,42,136,0.7083333333333334,1.2592592592592593,191.2685185185185,5082,776,0.9814814814814815,0.960619
Gambia,20260903,105,22,142,0.6859903381642513,1.3523809523809525,102.78095238095239,3126,420,0.9904761904761905,0.495815
Botswana,20260903,104,27,130,0.6403940886699507,1.25,103.64423076923077,3104,429,1,0.511777
Hungary,20260902,103,38,120,0.5529953917050692,1.1650485436893203,133.07766990291262,4219,596,0.970873786407767,14.052724
Honduras,20260903,102,42,129,0.6861702127659575,1.2647058823529411,191.81372549019608,5091,640,1,1.315945
Poland,20260903,102,23,120,0.5581395348837209,1.1764705882352942,122.31372549019608,3351,584,0.9509803921568627,13.394548
Greece,20260903,98,42,113,0.5432692307692307,1.153061224489796,199.01020408163265,4158,737,1,18.902237
Belgium,20260903,97,34,136,0.5714285714285714,1.402061855670103,300.1855670103093,4303,781,0.9896907216494846,29.981157
Namibia,20260902,97,42,113,0.7583892617449665,1.1649484536082475,125.19587628865979,3424,509,1,1.354489
Belgium,20260902,96,33,135,0.5869565217391305,1.40625,231.6875,3894,646,1,28.483859
Bahrain,20260902,95,50,113,0.6457142857142857,1.1894736842105262,156.93684210526317,5800,1106,1,17.136924
Belarus,20260903,94,35,110,0.5759162303664922,1.1702127659574468,266.6489361702128,4339,728,1,1.414638
Guinea,20260903,94,40,127,0.7215909090909091,1.351063829787234,151.69148936170214,4309,598,1,1.131526
Hungary,20260903,92,31,94,0.49214659685863876,1.0217391304347827,123.69565217391305,3450,559,1,1.71954
Bahrain,20260903,91,45,95,0.6012658227848101,1.043956043956044,161.62637362637363,5467,972,1,5.961758
Guatemala,20260903,90,44,104,0.6081871345029239,1.1555555555555554,111.44444444444444,4093,707,1,1.497807
Russia,20260903,88,23,92,0.5082872928176796,1.0454545454545454,127.94318181818181,2308,183,0.9659090909090909,0.003653
Russia,20260902,87,24,88,0.4861878453038674,1.0114942528735633,88.85057471264368,4787,195,0.9770114942528736,0
Georgia,20260902,82,38,88,0.5945945945945946,1.0731707317073171,147.2560975609756,3371,593,1,2.158876
Belarus,20260902,81,32,98,0.5077720207253886,1.2098765432098766,236.64197530864197,4298,793,1,1.497089
Bulgaria,20260903,81,32,94,0.573170731707317,1.1604938271604939,438.1604938271605,10378,1795,1,19.614308
Honduras,20260902,81,29,115,0.6647398843930635,1.4197530864197532,170.55555555555554,3732,593,1,1.176681
Bulgaria,20260902,80,34,81,0.4879518072289157,1.0125,111.4,3703,589,1,1.944129
Georgia,20260903,80,40,84,0.631578947368421,1.05,98.7125,3289,556,1,2.172985
Congo - Brazzaville,20260903,78,39,87,0.75,1.1153846153846154,137.67948717948718,3406,444,1,0.668274
Singapore,20260902,77,18,90,0.5844155844155844,1.1688311688311688,133.4935064935065,2540,505,0.974025974025974,27.040601
Serbia,20260902,74,17,78,0.47560975609756095,1.054054054054054,86.58108108108108,2121,392,0.9864864864864865,1.057593
Guatemala,20260902,73,32,83,0.5608108108108109,1.1369863013698631,131.8082191780822,3148,510,1,1.063079
Armenia,20260902,72,37,78,0.6554621848739496,1.0833333333333333,189.48611111111111,3848,663,1,1.224944
Namibia,20260903,72,28,90,0.6976744186046512,1.25,135.58333333333334,2501,335,1,0.842671
Armenia,20260903,71,32,82,0.6721311475409836,1.1549295774647887,106.36619718309859,3100,550,1,1.334711
Singapore,20260903,71,19,73,0.4866666666666667,1.028169014084507,66.70422535211267,2101,415,0.9577464788732394,32.119248
